Full Name,Nickname,Height,Weight,Reach,Stance,Date of Birth
Antonio Mendes,Samurai,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981"
Antonio Duarte,Tigre,"5' 7""",135 lbs.,--,,--
Antoni Hardonk,,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976"
Antony Rea,Wild Thing,"6' 0""",205 lbs.,--,Orthodox,"Jul 15, 1976"
Anton Kuivanen,,"5' 8""",155 lbs.,"72""",Orthodox,"May 01, 1984"
Anton Berzin,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989"
Anton Turkalj,The Pleasure Man,"6' 4""",205 lbs.,"78""",Orthodox,"Jun 10, 1996"
Anton Zafir,The Professor,"5' 11""",170 lbs.,--,Orthodox,"May 10, 1987"
Antwain Britt,The Juggernaut,"6' 1""",205 lbs.,"77""",,"May 09, 1978"
Anvarbek Daniyalbekov,,--,185 lbs.,--,,"May 27, 1995"
Anvar Boynazarov,The Uzbek,"5' 9""",145 lbs.,--,Orthodox,"Jan 10, 1989"
Anying Wang,,"6' 0""",170 lbs.,--,Orthodox,"Apr 04, 1991"
An Tuan Ho,Highlight,"5' 6""",125 lbs.,"66""",Switch,"Sep 27, 2000"
Ariane da Silva,Queen of Violence,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994"
Ariane Carnelossi,Sorriso,"5' 2""",115 lbs.,"61""",Orthodox,"Nov 17, 1992"
Ariel Beck,,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 16, 1990"
Ariel Gandulla,,"5' 11""",205 lbs.,--,Orthodox,"May 07, 1968"
Arjan Bhullar,,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986"
Arlene Blencowe,Angerfist,"5' 5""",145 lbs.,--,,"Apr 11, 1983"
Armando Villarreal,La Lumbre,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 08, 1989"
Arman Tsarukyan,Ahalkalakets,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996"
Arman Ashimov,Mustafa Ozturik,"5' 6""",125 lbs.,--,,"Jan 14, 1992"
Armen Petrosyan,Superman,"6' 3""",185 lbs.,"71""",Orthodox,"Nov 02, 1990"
Arnold Allen,Almighty,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994"
Artem Frolov,,"5' 10""",185 lbs.,--,,"Sep 07, 1991"
Artem Lobov,The Russian Hammer,"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986"
Artem Vakhitov,,--,205 lbs.,--,,"Apr 04, 1991"
Artenus Young,,--,205 lbs.,--,,"Jul 16, 1980"
Arthur Lopes,Demolidor,"6' 2""",234 lbs.,"77""",Southpaw,"Feb 17, 1993"
Artur Oumakhanov,,"5' 7""",154 lbs.,--,Orthodox,"Feb 27, 1979"
Art Jimmerson,,"6' 1""",196 lbs.,--,Orthodox,"Aug 04, 1963"
Art Arciniega,King Arthur,"5' 8""",145 lbs.,--,,"Oct 15, 1981"
Art Santore,Pachuco,"6' 2""",185 lbs.,--,,"Oct 26, 1972"
Asbel Cancio,,"5' 10""",225 lbs.,--,,--
Ashe Bowman,The Archer,"5' 9""",155 lbs.,--,,"Nov 17, 1976"
Ashiek Ajim,Peak Physique,"5' 8""",135 lbs.,"71""",Switch,"Jun 19, 1994"
Ashkan Mokhtarian,The Assassin,"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985"
Ashlee Evans-Smith,Rebel Girl,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987"
Ashley Yoder,SpiderMonkey,"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987"
Askar Askar,AK-47,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 19, 1994"
Askar Askarov,Bullet,"5' 6""",125 lbs.,"67""",Orthodox,"Oct 09, 1992"
Askar Mozharov,,"6' 3""",205 lbs.,"74""",Orthodox,"Oct 26, 1994"
Aspen Ladd,,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995"
Assuerio Silva,,"5' 10""",241 lbs.,--,Orthodox,"Jun 18, 1974"
Asu Almabayev,Zulfikar,"5' 4""",125 lbs.,"65""",Orthodox,"Jan 25, 1994"
Ateba Gautier,The Silent Assassin,"6' 4""",185 lbs.,"81""",Switch,"Apr 10, 2002"
Atsushi Yamamoto,,"5' 6""",139 lbs.,--,Orthodox,"Oct 02, 1980"
Augusto Montano,Dodger,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984"
Augusto Sakai,,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991"
Augusto Mendes,Tanquinho,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983"
Aurelijus Kerpe,,--,--,--,Orthodox,--
Austen Lane,,"6' 6""",245 lbs.,"80""",Orthodox,"Nov 09, 1987"
Austin Vanderford,AK-47,"5' 11""",170 lbs.,"74""",Orthodox,"Mar 21, 1990"
Austin Arnett,,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 22, 1991"
Austin Bashi,,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 29, 2001"
Austin Lingo,Lights Out,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994"
Austin Springer,,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987"
Austin Hubbard,Thud,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991"
Austin Tweedy,,"5' 9""",155 lbs.,--,Orthodox,"Sep 25, 1990"
Azamat Gashimov,,"5' 6""",125 lbs.,--,Orthodox,"Apr 07, 1990"
Azamat Murzakanov,The Professional,"5' 10""",205 lbs.,"71""",Southpaw,"Apr 12, 1989"
Azat Maksum,Qazaq,"5' 7""",125 lbs.,"70""",Southpaw,"Feb 02, 1995"
Azunna Anyanwu,Zulu,"6' 1""",251 lbs.,--,Orthodox,"Aug 05, 1981"
Baergeng Jieleyisi,,"5' 9""",135 lbs.,"70""",Orthodox,"Nov 24, 1995"
Bahatebole Batebolati,Lion King,"5' 8""",170 lbs.,"71""",Southpaw,"Sep 12, 1997"
Bailey Schoenfelder,Berserk,--,265 lbs.,--,Orthodox,"Sep 22, 1997"
Bao Quach,,"5' 3""",145 lbs.,--,Orthodox,"Sep 04, 1979"
Barb Honchak,Little Warrior,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 30, 1979"
Bartosz Szewczyk,,--,205 lbs.,--,,--
Bartosz Fabinski,The Butcher,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986"
Bart Palaszewski,Bartimus,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1983"
Baru Harn,Seiryu,--,265 lbs.,--,,--
Bassil Hafez,The Habibi,"5' 11""",170 lbs.,"72""",Orthodox,"Jan 31, 1992"
Bas Rutten,El Guapo,"6' 1""",205 lbs.,--,Orthodox,"Feb 24, 1965"
Batgerel Danaa,Storm,"5' 7""",135 lbs.,"70""",Orthodox,"Jul 04, 1989"
Bazigit Atajev,Volk,"6' 1""",230 lbs.,--,Orthodox,--
Bea Malecki,,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 23, 1991"
Bec Rawlings,Rowdy,"5' 6""",125 lbs.,"64""",Orthodox,"Feb 11, 1989"
Bekzat Almakhan,The Turan Warrior,"5' 7""",135 lbs.,"68""",Orthodox,"Oct 08, 1997"
Belal Muhammad,Remember the Name,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988"
Benardo Sopaj,Lion King,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 25, 2000"
Bendy Casimir,,"5' 5""",145 lbs.,--,Southpaw,"Jun 10, 1980"
Beneil Dariush,,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989"
Benito Lopez,Golden Boy,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994"
Benjamin Bennett,Mr. Alaska,"6' 0""",170 lbs.,"73""",Switch,"May 08, 1994"
Benji Radach,Razor,"5' 10""",185 lbs.,--,Orthodox,"Apr 05, 1979"
Benoit Saint Denis,God of War,"5' 11""",155 lbs.,"73""",Southpaw,"Dec 18, 1995"
Benson Henderson,Smooth,"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983"
Bentley Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,"Dec 22, 1982"
Ben Lagman,Bad News,"6' 2""",185 lbs.,--,,"Sep 04, 1986"
Ben Alloway,Blanco,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 19, 1981"
Ben Jones,Blitzkrieg,--,185 lbs.,--,,--
Ben Sosoli,Combat Wombat,"6' 0""",265 lbs.,"72""",Southpaw,"Dec 10, 1989"
Ben Earwood,,"5' 8""",170 lbs.,--,Orthodox,--
Ben Askren,Funky,"5' 11""",170 lbs.,"73""",Orthodox,"Jul 18, 1984"
Ben Saunders,Killa B,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983"
Ben Wall,Manimal,"5' 10""",155 lbs.,--,Orthodox,"Mar 25, 1989"
Ben Rothwell,,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981"
Ben Nguyen,Ten,"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988"
Ben Reiter,The Hunter,"6' 3""",185 lbs.,--,,"Jun 27, 1987"
Ben Holscher,The Teacher,"5' 11""",155 lbs.,--,,--
Bernardo Magalhaes,Trekko,"5' 9""",155 lbs.,--,Orthodox,"Apr 08, 1981"
Bertrand Amoussou,,"5' 8""",190 lbs.,--,Orthodox,--
Besam Yousef,,"5' 11""",170 lbs.,--,Orthodox,"Mar 25, 1985"
Bethe Correia,Pitbull,"5' 5""",135 lbs.,"64""",Orthodox,"Jun 22, 1983"
Bevon Lewis,,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991"
Bharat Kandare,Daring,"5' 7""",135 lbs.,"72""",Orthodox,"Jun 20, 1987"
Bibiano Fernandes,,"5' 7""",139 lbs.,--,Orthodox,"Mar 30, 1980"
Bibulatov Magomed,Chaborz,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988"
Billy Brand,,"5' 6""",135 lbs.,"65""",Orthodox,"Jul 03, 1996"
Billy Evangelista,,"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980"
Billy Pasulatan,,"5' 5""",125 lbs.,"66""",Switch,"Aug 07, 1991"
Billy Quarantillo,,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 08, 1988"
Billy Ray Goff,,"5' 10""",170 lbs.,"72""",Switch,"Jun 18, 1998"
Billy Miles,The Kid,"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1978"
Billy Vaughan,,"5' 6""",155 lbs.,--,,"Dec 02, 1983"
Billy Giovanella,Wolverine,"5' 8""",125 lbs.,--,,"Aug 20, 1985"
Bill Cooper,,--,155 lbs.,--,,"May 05, 1984"
Bill Duvall,,"6' 2""",185 lbs.,--,Southpaw,--
Bill Algeo,Senor Perfecto,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989"
Bill Mahood,The Butcher,"6' 3""",200 lbs.,--,Orthodox,"Feb 01, 1967"
BJ Penn,The Prodigy,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978"
Blagoy Ivanov,Baga,"5' 11""",250 lbs.,"73""",Southpaw,"Oct 09, 1986"
Blair Tugman,,"6' 0""",135 lbs.,--,,--
Blake Bowman,,"6' 2""",170 lbs.,--,,--
Blake Bilder,El Animal,"5' 8""",145 lbs.,"68""",Switch,"Jul 12, 1990"
Blake Watkins,,--,185 lbs.,--,,--
Blas Avena,The Disciple,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 30, 1983"
Blood Diamond,,"5' 11""",170 lbs.,"76""",Switch,"Jul 10, 1988"
Bobby Escalante,,--,130 lbs.,--,,--
Bobby Flynn,,--,170 lbs.,--,,--
Bobby Lashley,,"6' 3""",255 lbs.,"78""",Orthodox,"Jul 16, 1976"
Bobby McAndrews,,--,--,--,Orthodox,--
Bobby Nash,,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990"
Bobby Southworth,,"6' 2""",205 lbs.,--,Orthodox,"Dec 16, 1969"
Bobby Stack,,"5' 9""",155 lbs.,--,Orthodox,--
Bobby Cooper,Super Duper,"6' 1""",155 lbs.,--,,--
Bobby Sanchez,The Kid,"5' 7""",155 lbs.,--,Orthodox,--
Bobby Hoffman,The Truth,"6' 2""",245 lbs.,--,Orthodox,"Oct 28, 1968"
Bobby Moffett,The Wolfman,"5' 10""",145 lbs.,"73""",Orthodox,"Jun 01, 1990"
Bobby Voelker,Vicious,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 26, 1979"
Bob Cook,Crazy,"5' 9""",170 lbs.,--,Orthodox,--
Bob Schrijber,Dirty,"6' 0""",240 lbs.,--,Orthodox,--
Bob Gilstrap,,"6' 3""",200 lbs.,--,Orthodox,--
Bob Sapp,The Beast,"6' 5""",350 lbs.,--,Orthodox,"Sep 22, 1974"
Bogdan Guskov,Czarevitch,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 12, 1992"
Bogdan Grad,The Unleashed,"5' 8""",145 lbs.,"70""",Orthodox,"Sep 28, 1995"
Bojan Mihajlovic,,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980"
Bojan Velickovic,Serbian Steel,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988"
Bolaji Oki,The Zulu Warrior,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 15, 1995"
Booker DeRousse,,"6' 2""",205 lbs.,--,,"Mar 23, 1981"
Boston Salmon,Boom Boom,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990"
Bo Nickal,,"6' 1""",185 lbs.,"76""",Southpaw,"Jan 14, 1996"
Bo Cantrell,Redrum,"6' 2""",235 lbs.,--,Orthodox,"Feb 08, 1969"
Brady Hiestand,Bam Bam,"5' 8""",135 lbs.,"71""",Orthodox,"Apr 30, 1999"
Brady Fink,,"6' 0""",183 lbs.,--,Orthodox,--
Brady Huang,The Kung Fu Warrior,"5' 9""",135 lbs.,"69""",Orthodox,"Dec 16, 1992"
Brad Blackburn,Bad Brad,"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977"
Brad Scott,Bear,"6' 1""",170 lbs.,"76""",Orthodox,"Jun 24, 1989"
Brad Gumm,,"5' 11""",170 lbs.,--,Orthodox,--
Brad Imes,Hillbilly Heartthrob,"6' 7""",265 lbs.,--,Orthodox,"Mar 13, 1977"
Brad Kohler,,"5' 9""",220 lbs.,--,Orthodox,"May 26, 1964"
Brad Mitchell,,"5' 11""",145 lbs.,--,,"Oct 10, 1974"
Brad Morris,,"6' 2""",205 lbs.,--,Orthodox,"Nov 01, 1979"
Brad Pickett,One Punch,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 24, 1978"
Brad Riddell,Quake,"5' 7""",155 lbs.,"71""",Orthodox,"Sep 30, 1991"
Brad Royster,,--,135 lbs.,--,,--
Brad Katona,Superman,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 19, 1991"
Brad Tavares,,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987"
Branden Lee Hinkle,The Iron Lion,"6' 3""",235 lbs.,--,Orthodox,"Jul 29, 1973"
Brandon Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,"Feb 01, 1976"
Brandon Halsey,Bull,"6' 0""",185 lbs.,--,,"Sep 16, 1986"
Brandon Girtz,Cold Roll,"5' 7""",155 lbs.,--,,"Mar 06, 1985"
Brandon Foxworth,,"5' 11""",145 lbs.,--,Orthodox,"Apr 28, 1979"
Brandon Gaines,,"6' 3""",185 lbs.,--,,--
Brandon Davis,Killer B,"5' 10""",135 lbs.,"72""",Orthodox,"May 08, 1990"
Brandon Lewis,,"5' 4""",135 lbs.,"70""",Orthodox,"Aug 02, 1997"
Brandon Lowe,,--,155 lbs.,--,,--
Brandon Magana,,--,170 lbs.,--,Orthodox,--
Brandon Sayles,Man of War,"6' 5""",265 lbs.,--,,"Apr 23, 1981"
Brandon Michaels,,"5' 9""",185 lbs.,--,,--
Brandon Cash,Money,"6' 5""",255 lbs.,--,Orthodox,--
Brandon Polcare,,--,125 lbs.,--,,--
Brandon Royval,Raw Dawg,"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992"
Brandon Thatch,Rukus,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985"
Brandon Sene,,"5' 11""",205 lbs.,--,,"May 21, 1981"
Brandon Moreno,The Assassin Baby,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993"
Brandon Hester,The Beast,"6' 1""",205 lbs.,--,,--
Brandon Jenkins,The Human Highlight Reel,"6' 0""",155 lbs.,"71""",Switch,"Sep 30, 1991"
Brandon Melendez,The Murderer,"5' 11""",155 lbs.,--,Southpaw,"Mar 24, 1983"
Brandon Vera,The Truth,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977"
Brandon Visher,The Viper,"5' 6""",135 lbs.,"68""",Orthodox,"May 06, 1984"
Brandon Saling,White Steel,"5' 10""",170 lbs.,--,,"Jan 28, 1986"
Brandon Wolff,,"5' 9""",170 lbs.,--,Orthodox,"Oct 18, 1975"
Branko Cikatic,,"6' 1""",215 lbs.,--,Orthodox,"Oct 03, 1954"
Braxton Smith,The Beautiful Monster,"5' 11""",257 lbs.,"72""",Orthodox,"Jan 01, 1990"
Brendan Allen,All In,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995"
Brendan O'Reilly,Badger,"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987"
Brendan Schaub,Big Brown,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983"
Brendan Loughnane,,"5' 10""",145 lbs.,"70""",Switch,"Dec 05, 1989"
Brendan Seguin,,"6' 0""",185 lbs.,--,,"Jul 03, 1976"
Brendon Marotte,The Kid,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 12, 1996"
Brendson Ribeiro,The Gorilla,"6' 3""",205 lbs.,"81""",Orthodox,"Sep 08, 1996"
Brennan Ward,The Irish Bad Boy,"5' 10""",170 lbs.,"71""",,"Jun 28, 1988"
Brent Primus,,"5' 10""",155 lbs.,--,,"Apr 12, 1985"
Brett Albee,,--,225 lbs.,--,,--
Brett Cooper,,"6' 0""",170 lbs.,--,Orthodox,"Jul 02, 1987"
Brett Rogers,The Grim,"6' 5""",265 lbs.,"81""",Orthodox,"Feb 17, 1981"
Brett Johns,The Pikey,"5' 7""",135 lbs.,"71""",Orthodox,"Feb 21, 1992"
Brett Tillis,,--,145 lbs.,--,,--
Bret Bergmark,The Angry Hick,"5' 9""",170 lbs.,--,,"Nov 24, 1973"
Brianna Fortino,The Bull,"5' 0""",115 lbs.,"62""",Southpaw,"Aug 04, 1993"
Brian Stann,All American,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980"
Brian Houston,B-Hue,"6' 2""",185 lbs.,--,Orthodox,"Apr 26, 1981"
Brian Ebersole,Bad Boy,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980"
Brian Kelleher,Boom,"5' 6""",135 lbs.,"66""",Switch,"Aug 19, 1986"
Brian Bowles,,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 22, 1980"
Brian Cobb,,"5' 11""",155 lbs.,--,Orthodox,--
Brian Davidson,,"5' 6""",145 lbs.,--,,--
Brian Geraghty,Duke,"5' 7""",155 lbs.,--,Orthodox,"Nov 04, 1980"
Brian Gassaway,,"6' 1""",170 lbs.,--,Orthodox,"Aug 07, 1972"
Brian Johnston,,"6' 3""",230 lbs.,--,Orthodox,--
Brian Lo-A-Njoe,,"5' 7""",155 lbs.,--,Orthodox,--
Brian Camozzi,Mantis,"6' 2""",170 lbs.,"78""",Orthodox,"Jun 24, 1991"
Brian McLaughlin,,"5' 9""",155 lbs.,--,,"May 12, 1984"
Brian Melancon,,"5' 8""",170 lbs.,--,Orthodox,"May 28, 1982"
Brian Warren,Mr. Unbreakable,"6' 0""",185 lbs.,--,Orthodox,--
Brian Schwartz,,"6' 3""",170 lbs.,--,Orthodox,--
Brian Sleeman,,"5' 8""",185 lbs.,--,,--
Brian Ortega,T-City,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991"
Brian Foster,The Foster Boy,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984"
Brian Rogers,The Professional Predator,"5' 11""",185 lbs.,--,,"Feb 15, 1984"
Bristol Marunde,,"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982"
Brock Larson,,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977"
Brock Lesnar,,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977"
Brock Jardine,The Machine,"5' 11""",170 lbs.,--,Orthodox,"Jul 10, 1985"
Brodie Farber,,"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980"
Brogan Walker,The Bear,"5' 4""",125 lbs.,"67""",Switch,"Aug 02, 1988"
Brok Weaver,Chata Tuska,"6' 0""",155 lbs.,"73""",Southpaw,"Dec 05, 1991"
Bronson Mohika,,--,135 lbs.,--,,--
Brooke Mayo,The Bully,"5' 7""",125 lbs.,--,,--
Bruna Brasil,,"5' 6""",115 lbs.,"65""",Orthodox,"Sep 07, 1993"
Brunno Ferreira,The Hulk,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 04, 1992"
Bruno Silva,Blindado,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 13, 1989"
Bruno Assis,Brunao,"6' 2""",185 lbs.,--,Orthodox,"May 23, 1992"
Bruno Lopes,Brunao,"6' 2""",205 lbs.,"74""",Orthodox,"Apr 24, 1993"
Bruno Silva,Bulldog,"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990"
Bruno Santos,Carioca,"5' 9""",185 lbs.,--,Orthodox,"Jul 17, 1987"
Bruno Carvalho,,"5' 8""",154 lbs.,--,,"Jun 07, 1982"
Bruno Korea,,"5' 6""",135 lbs.,"65""",,"Jun 28, 1991"
Bruno Oliveira,,"6' 4""",205 lbs.,"80""",Orthodox,"May 02, 1984"
Bruno Souza,The Tiger,"5' 10""",145 lbs.,"70""",Orthodox,"Mar 07, 1996"
Bryanna Fissori,,"5' 4""",145 lbs.,--,,--
Bryan Barberena,Bam Bam,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989"
Bryan Humes,,--,265 lbs.,--,,--
Bryan Caraway,Kid Lightning,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984"
Bryan Pardoe,Pain Inducer,"6' 1""",205 lbs.,--,Orthodox,--
Bryan Baker,The Beast,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985"
Bryan Battle,The Butcher,"6' 1""",170 lbs.,"77""",Orthodox,"Sep 21, 1994"
Bryan Travers,,--,155 lbs.,--,,"Apr 11, 1983"
Bryan Vetell,,"6' 3""",265 lbs.,--,Southpaw,"Jul 26, 1977"
Bryce Mejia,,"6' 1""",170 lbs.,--,,--
Bryce Mitchell,Thug Nasty,"5' 10""",145 lbs.,"70""",Southpaw,"Oct 04, 1994"
Bryson Kamaka,,"5' 11""",170 lbs.,--,Orthodox,--
Bu-Kyung Jung,,"5' 7""",154 lbs.,--,Orthodox,"May 26, 1978"
Bubba Pugh,,"5' 10""",185 lbs.,--,,--
Bubba Bush,The Fightin' Texas Aggie,"6' 0""",185 lbs.,--,Orthodox,"Jul 24, 1985"
Bubba Jenkins,The Highlight Kid,"5' 7""",145 lbs.,--,,"Feb 05, 1988"
Buck Meredith,,"6' 2""",185 lbs.,--,,"May 17, 1982"
Buddy Roberts,,"6' 2""",185 lbs.,--,Orthodox,"Oct 17, 1982"
Byron Bloodworth,,"5' 8""",135 lbs.,--,Orthodox,"Aug 16, 1983"
Cain Carrizosa,The Insane,"5' 8""",155 lbs.,--,Orthodox,"Jul 22, 1986"
Cain Velasquez,,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982"
Caio Machado,Bigfoot,"6' 4""",250 lbs.,"78""",Southpaw,"Jul 20, 1994"
Caio Magalhaes,Hellboy,"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987"
Caio Bittencourt,Leao,"6' 0""",185 lbs.,"75""",Orthodox,"May 22, 1991"
Caio Borralho,The Natural,"6' 1""",185 lbs.,"75""",Southpaw,"Jan 16, 1993"
Calen Born,,"5' 8""",170 lbs.,"72""",Switch,"May 24, 1988"
Cale Yarbrough,,"6' 1""",185 lbs.,--,Orthodox,"Dec 27, 1986"
Callan Potter,The Rockstar,"6' 0""",170 lbs.,"72""",Orthodox,"Jun 09, 1984"
Calvin Kattar,,"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988"
Cal Worsham,,"5' 11""",230 lbs.,--,Orthodox,--
Cameron Else,Camchida,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987"
Cameron Olson,Cap'n Crunch,"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989"
Cameron Church,,"5' 11""",155 lbs.,"72""",Orthodox,"Sep 27, 1990"
Cameron Dollar,,"5' 11""",155 lbs.,--,Orthodox,"May 12, 1987"
Cameron VanCamp,Jumpman,"6' 2""",155 lbs.,"74""",Switch,"Apr 27, 1993"
Cameron Saaiman,MSP,"5' 8""",135 lbs.,"67""",Southpaw,"Dec 20, 2000"
Cameron Smotherman,The Baby-Faced Killa,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 17, 1997"
Cam Rowston,Battle Giraffe,"6' 2""",185 lbs.,"78""",Orthodox,"Jan 19, 1995"
Cam Teague,Chaos,--,145 lbs.,--,Orthodox,"Feb 13, 1998"
Canaan Kawaihae,,"6' 0""",145 lbs.,"71""",Southpaw,"Aug 26, 1997"
Caolan Loughran,The Don,"5' 6""",135 lbs.,"68""",Orthodox,"May 18, 1996"
Caol Uno,Uno Shoten,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975"
Carina Damm,Beauty But the Beast,"5' 4""",135 lbs.,--,,--
Carla Esparza,Cookie Monster,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987"
Carli Judice,Crispy,"5' 7""",125 lbs.,"68""",Southpaw,"Mar 02, 1999"
Carlos Barreto,,"6' 4""",230 lbs.,--,Orthodox,--
Carlos Ulberg,Black Jag,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990"
Carlos Felipe,Boi,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995"
Carlos Eduardo Rocha,Ta Danado,"5' 10""",170 lbs.,"73""",Orthodox,"Jul 12, 1981"
Carlos Hernandez,,"5' 8""",125 lbs.,"67""",Orthodox,"Oct 25, 1993"
Carlos Vera,Pequeno,"5' 6""",135 lbs.,"69""",Orthodox,"Nov 05, 1987"
Carlos Huachin,Perro Malo,"5' 4""",135 lbs.,"67""",Southpaw,"Jun 04, 1996"
Carlos Candelario,The Cannon,"5' 8""",125 lbs.,"68""",Southpaw,"Jun 04, 1991"
Carlos Condit,The Natural Born Killer,"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984"
Carlos Prates,The Nightmare,"6' 1""",170 lbs.,"78""",Switch,"Aug 17, 1993"
Carlos Newton,The Ronin,"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976"
Carlos Mota,Tizil,"5' 4""",125 lbs.,"69""",Orthodox,"Apr 15, 1995"
Carlos Zevallos,,"6' 0""",205 lbs.,--,Orthodox,--
Carlo Prater,Neo,"5' 11""",155 lbs.,"72""",Switch,"Jun 25, 1981"
Carlo Pedersoli Jr.,Semento,"5' 11""",170 lbs.,"75""",Southpaw,"Jun 08, 1993"
